Incident,State,County,Date,qc_mechanism,status_clean,bill_progress,outcome_overstated,Community Outcome,outcome_defensible,finality_evidence,outcome_conflict_reason,suggested_resolution,Source URL
Alabama (statewide SB 270),AL,,2026-02-05,legislation,passed_pending_signature,passed_pending_signature,False,win,blocked_unverified,none,recorded outcome 'win' on in-progress legislation,Manual review.,https://aldailynews.com/lawmakers-aim-to-address-affordability-with-restrictions-on-power-providers-changes-to-utility-governance/
Pike County,GA,Pike County,2025-09-01,legislation,active,introduced,False,win,blocked_unverified,none,recorded outcome 'win' on in-progress legislation,Manual review.,https://www.gpb.org/news/2025/10/22/wave-of-data-center-ordinances-sweep-through-ga-counties-how-strict-are-they
Covington (Georgia EPD halts unpermitted gas plant serving Serverfarm),GA,Newton County,2026-07-03,legislation,active,,False,win,blocked_unverified,outcome_label_only,recorded outcome 'win' on in-progress legislation,Manual review.,https://www.ajc.com/business/2026/07/georgia-agency-orders-data-centers-pop-up-power-plant-to-halt-construction/
Illinois (statewide),IL,,2026-06-05,legislation,active,,False,win,blocked_unverified,none,recorded outcome 'win' on in-progress legislation,Manual review.,https://www.nrdc.org/press-releases/pritzker-announces-two-year-suspension-state-tax-incentives-new-data-center
Indiana (statewide),IN,,2026-01-27,legislation,passed_one_chamber,passed_one_chamber,True,win,blocked_unverified,none,recorded outcome 'win' on in-progress legislation,Manual review.,https://indianapublicradio.org/news/2026/03/at-a-pivotal-moment-for-data-centers-indiana-lawmakers-take-little-action/
Frederick County (executive order pauses new Critical Digital Infrastructure applications),MD,Frederick County,2026-07-01,legislation,active,,False,win,blocked_unverified,outcome_label_only,recorded outcome 'win' on in-progress legislation,Manual review.,https://thedailyrecord.com/2026/07/02/frederick-data-centers-jessica-fitzwater/
Nebraska (statewide),NE,,2026-01-16,legislation,pending,introduced,False,win,blocked_unverified,none,recorded outcome 'win' on in-progress legislation,Manual review.,https://boldnebraska.org/support-lb-1111-to-regulate-data-centers-in-nebraska/
Oklahoma Legislature (HB 2992 Data Center Consumer Ratepayer Protection Act),OK,,2026-05-05,legislation,passed_pending_signature,passed_pending_signature,False,win,blocked_unverified,none,recorded outcome 'win' on in-progress legislation,Manual review.,https://www.publicradiotulsa.org/local-regional/2026-05-05/oklahoma-lawmakers-to-make-final-changes-to-data-center-customer-protection-bill
Oregon (PGE POWER Act Dispute),OR,,2025-12-15,legislation,active,,False,win,blocked_unverified,outcome_label_only,recorded outcome 'win' on in-progress legislation,Manual review.,https://oregoncub.org/news/blog/is-pge-ignoring-oregons-new-data-center-law/3216/
Fort Worth (Veale Ranch),TX,Tarrant County,2026-03-31,legislation,pending,,False,win,blocked_unverified,outcome_label_only,recorded outcome 'win' on in-progress legislation,Manual review.,https://www.keranews.org/news/2026-04-01/enough-concern-today-1b-data-center-stalls-city-residents-raise-questions-about-tax-break
Federal (EIA mandatory data center reporting),US,,2026-04-09,legislation,pending,,False,win,blocked_unverified,outcome_label_only,recorded outcome 'win' on in-progress legislation,Manual review.,https://techcrunch.com/2026/04/15/feds-will-require-data-centers-to-show-their-power-bills/
Virginia (statewide SB 253 rate shift),VA,,2026-02-10,legislation,passed_one_chamber,passed_one_chamber,True,win,blocked_unverified,none,recorded outcome 'win' on in-progress legislation,Manual review.,https://virginiamercury.com/2026/02/10/bill-would-put-more-energy-costs-on-data-centers-slash-residential-customerss-rates/
Virginia (SB 94 / HB 153 siting),VA,,2026-02-01,legislation,passed_pending_signature,passed_pending_signature,False,win,blocked_unverified,none,recorded outcome 'win' on in-progress legislation,Manual review.,https://cardinalnews.org/2026/03/13/bills-on-data-center-siting-and-water-usage-remain-unresolved-as-general-assembly-session-winds-down/
Commonwealth of Virginia (data center electricity consumption tax + Tier IV generator permit rule take effect),VA,,2026-07-01,legislation,active,,False,win,blocked_unverified,none,recorded outcome 'win' on in-progress legislation,Manual review.,https://prospect.org/2026/07/06/data-centers-win-lose-in-virginia/
Alabama,AL,,2026-02-12,legislation,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://legiscan.com/AL/bill/HB399/2026
Arizona,AZ,,2026-02-03,legislation,vetoed,vetoed,False,win,blocked_unverified,bill_stage,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://www.azleg.gov/legtext/57leg/1R/bills/HB2795P.htm
"City of Tucson (water meter revocation for Project Blue contractor), AZ",AZ,Pima,2026-05-04,legislation,resolved,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://www.kjzz.org/fronteras-desk/2026-05-08/tucson-cuts-off-water-to-project-blue-data-center-construction-contractor
California (SB 57),CA,,2025-10-11,legislation,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://sd18.senate.ca.gov/news/legislation-protect-california-ratepayers-paying-data-centers-energy-costs-signed-law
Colorado (HB 1030),CO,,2026-02-01,legislation,failed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://leg.colorado.gov/bills/HB26-1030
Federal (Warren-Hawley EIA Letter),DC,,2026-03-26,legislation,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://www.warren.senate.gov/newsroom/press-releases/warren-hawley-lead-bipartisan-push-for-mandatory-energy-use-reporting-requirements-for-data-centers
St. Lucie County,FL,St. Lucie County,2026-02-23,legislation,failed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://www.wptv.com/wptv-investigates/scrapped-developer-of-st-lucie-county-data-center-project-may-withdraw-plan-amid-new-ai-legislation
Florida,FL,,2026-03-13,legislation,failed,failed_floor_vote,False,win,blocked_unverified,bill_stage,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://flsenate.gov/Session/Bill/2026/1118
State of Florida (SB 484 data center ratepayer/zoning/water protections),FL,,2026-07-01,legislation,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://www.flgov.com/eog/news/press/2026/governor-ron-desantis-signs-law-protect-floridians-subsidizing-data-centers
Idaho (HB 756 no-harm test),ID,,2026-01-01,legislation,enacted,signed_into_law,False,win,blocked_unverified,bill_stage,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://legislature.idaho.gov/sessioninfo/2026/legislation/H0756/
Idaho (HB 874),ID,,2026-02-01,legislation,enacted,signed_into_law,False,win,blocked_unverified,bill_stage,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://legislature.idaho.gov/sessioninfo/2026/legislation/H0874/
Plainfield,IL,Will County,2026-04-21,legislation,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://patch.com/illinois/plainfield/data-center-moratorium-imposed-plainfield-after-unanimous-village-board-vote
Maryland (Veto Override - Impact Study),MD,,2025-12-16,legislation,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://marylandmatters.org/2025/12/16/general-assembly-climate-veto-overrides/
Governor of Maryland (signed Utility RELIEF Act / HB 1532),MD,,2026-05-12,legislation,approved,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://governor.maryland.gov/news/press-releases/governor-moore-signs-landmark-legislation-lower-energy-costs-maryland-families-and-strengthen
Maine,ME,,2026-04-24,legislation,vetoed,vetoed,False,win,blocked_unverified,bill_stage,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://www.maine.gov/governor/mills/news/governor-mills-announces-decision-ld-307-2026-04-24
"Town of Brunswick (180-day data center moratorium), ME",ME,Cumberland County,2026-06-01,legislation,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://www.pressherald.com/2026/06/01/brunswick-passes-data-center-moratorium/
New Buffalo Township,MI,Berrien County,2026-04-08,legislation,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://www.heraldpalladium.com/communities/new_buffalo/new-buffalo-township-moves-to-pause-data-centers/article_ae807e06-310b-5d6e-a346-f4952041d0a6.html
Ypsilanti Community Utilities Authority (YCUA),MI,Washtenaw County,2026-04-22,legislation,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://www.easternecho.com/article/2026/04/new-ypsilanti-township-data-center-resolution-requests-moratorium-on-local-resources
Minnesota (HF 16),MN,,2025-06-14,legislation,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://www.house.mn.gov/sessiondaily/Story/18838
North Dakota (HB 1579),ND,,2025-01-01,legislation,enacted,signed_into_law,False,win,blocked_unverified,bill_stage,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://www.grandforksherald.com/news/north-dakota/utilities-push-back-on-proposed-regulations-for-big-north-dakota-power-users-data-centers
Gage County,NE,Gage County,2026-06-16,legislation,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://plattevalley.newschannelnebraska.com/story/224623313/gage-county-sends-data-center-review-to-planning-and-zoning-commission
State of New Jersey (S731/A796 'Data Center Fair Share Act' signed),NJ,,2026-07-07,legislation,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://www.nj.gov/governor/news/2026/20260707a.shtml
New Jersey General Assembly (S4390/A5165 AI/data center tax credit clawback),NJ,,2026-06-30,legislation,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://newjerseyglobe.com/legislature/legislature-votes-to-eliminate-250-million-in-ai-data-center-tax-credits/
"Nye County (Pahrump Valley — Water District board urges data center moratorium), NV",NV,Nye County,2026-06-02,legislation,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://nevadacurrent.com/2026/05/27/nye-county-water-board-pushes-data-center-moratorium/
Sunbury,OH,Delaware County,2026-04-15,legislation,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://abc6onyourside.com/news/local/sunbury-ohio-delaware-county-residents-voice-opposition-to-proposed-amazon-data-center
Hillsboro (SB 1586),OR,,2026-02-17,legislation,failed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://www.opb.org/article/2026/03/03/hillsboro-will-not-get-more-industrial-land-for-high-tech-data-centers/
Oregon (HB 4084 tax break moratorium),OR,,2026-06-06,legislation,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://www.opb.org/article/2026/03/02/data-centers-cut-bill-expanding-oregon-tax-breaks/
South Dakota (statewide),SD,,2026-03-24,legislation,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://www.route-fifty.com/infrastructure/2026/03/data-center-restrictions-signed-south-dakota-law-after-push-incentives-failed/412358/
Shelby County Commission (xAI public hearing resolution),TN,Shelby County,2025-04-01,legislation,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://www.actionnews5.com/2025/04/01/shelby-county-commissioners-vote-urge-health-dept-hold-hearing-xai-gas-turbines/
Texas (statewide SB 6),TX,,2025-06-20,legislation,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://www.datacenterfrontier.com/energy/article/55298872/texas-senate-bill-6-a-bellwether-on-how-states-may-approach-data-center-energy-use
Cameron County (resolution on unregulated data centers),TX,Cameron County,2026-04-07,legislation,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://myrgv.com/local-news/2026/04/09/cameron-county-calls-for-long-term-planning-on-proposed-data-centers/
United States (H.R. 8037),US,,2026-03-24,legislation,failed,failed_floor_vote,False,win,blocked_unverified,bill_stage,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://www.congress.gov/bill/119th-congress/house-bill/8037/text
EPA (NSPS Subpart KKKKa final rule),US,,2026-01-15,legislation,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://www.federalregister.gov/documents/2026/01/15/2026-00677/new-source-performance-standards-review-for-stationary-combustion-turbines-and-stationary-gas
Utah (statewide),UT,,2026-01-15,legislation,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://le.utah.gov/~2026/bills/static/HB0076.html
Utah (HB 76),UT,,2026-02-01,legislation,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://le.utah.gov/~2026/bills/static/HB0076.html
"Box Elder County (Great Salt Lake water-rights applications for Stratos withdrawn after mass protests), UT",UT,Box Elder County,2026-05-28,legislation,failed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://www.upr.org/utah-news/2026-05-28/box-elder-data-center-water-rights-referendum-iron-county
Virginia (HB 507),VA,,2026-03-01,legislation,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://virginiamercury.com/2026/03/17/data-center-bills-dominated-this-years-general-assembly-heres-what-passed/
Washington (SB 6231),WA,,2026-01-01,legislation,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://www.opb.org/article/2026/03/07/data-center-tax-zapped-washington-legislature/
Wisconsin (statewide PSC rate hearing),WI,,2026-02-11,legislation,resolved,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://racinecountyeye.com/2026/02/11/psc-data-center-hearing-oppose/
City of Port Washington,WI,Ozaukee County,2026-04-07,legislation,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://news.ballotpedia.org/2026/02/19/voters-in-two-wisconsin-cities-to-decide-on-ballot-measures-related-to-data-center-development/
"Wisconsin Public Service Commission (We Energies VLC + Bespoke Resources Tariff, Docket 6630-TE-113)",WI,,2026-04-24,legislation,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' on legislation at terminal status, but stage/stance not confirmable","Look up the bill's final stage. If signed into law, set bill_progress=signed_into_law; if it merely passed one chamber or committee, the unverified grade is correct.",https://wisconsinwatch.org/2026/04/wisconsin-regulators-data-centers-must-cover-full-cost-of-their-energy-needs/
Town of Groton,CT,New London County,2022-06-15,moratorium,expired,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' reached a disposition, but no stoppage is confirmable from mechanism/status","Disposition exists but mechanism does not show a block. Check whether the mechanism classification missed a denial/moratorium; if so, add the instrument wording to the Summary.",https://ctexaminer.com/2022/06/15/groton-approves-one-year-moratorium-on-data-centers/
Palm Beach County,FL,Palm Beach County,2026-07-15,litigation,failed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' reached a disposition, but no stoppage is confirmable from mechanism/status","Disposition exists but mechanism does not show a block. Check whether the mechanism classification missed a denial/moratorium; if so, add the instrument wording to the Summary.",https://www.wlrn.org/government-politics/2025-12-10/project-tango-ai-data-center-palm-beach-county
City of Fayetteville,GA,Fayette County,2026-03-18,ban,failed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' reached a disposition, but no stoppage is confirmable from mechanism/status","Disposition exists but mechanism does not show a block. Check whether the mechanism classification missed a denial/moratorium; if so, add the instrument wording to the Summary.",https://thecitizen.com/2026/03/19/data-center-appeal-withdrawn-in-fayetteville-the-power-of-the-people/
Jones County,IA,Jones County,2025-05-13,moratorium,expired,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' reached a disposition, but no stoppage is confirmable from mechanism/status","Disposition exists but mechanism does not show a block. Check whether the mechanism classification missed a denial/moratorium; if so, add the instrument wording to the Summary.",https://www.jonescountyiowa.gov/files/land_use/jones_county_cryptocurrency_and_data_center_ordinance_78407.pdf
Kootenai County,ID,Kootenai County,2025-03-02,ban,expired,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' reached a disposition, but no stoppage is confirmable from mechanism/status","Disposition exists but mechanism does not show a block. Check whether the mechanism classification missed a denial/moratorium; if so, add the instrument wording to the Summary.",https://www.khq.com/news/kootenai-county-imposes-moratorium-on-data-center-building-permits/article_f622e15a-f79e-11ef-87ed-1bd380bdd67e.html
City of La Grange,KY,Oldham County,2025-06-02,moratorium,withdrawn,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' reached a disposition, but no stoppage is confirmable from mechanism/status","Disposition exists but mechanism does not show a block. Check whether the mechanism classification missed a denial/moratorium; if so, add the instrument wording to the Summary.",https://www.wdrb.com/in-depth/oldham-county-looks-to-pause-data-center-deals-amid-pushback-over-6b-project/article_d51c7f32-ff65-4e5e-a982-ddd9eae91e47.html
Oldham County,KY,Oldham County,2025-07-02,moratorium,failed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' reached a disposition, but no stoppage is confirmable from mechanism/status","Disposition exists but mechanism does not show a block. Check whether the mechanism classification missed a denial/moratorium; if so, add the instrument wording to the Summary.",https://www.lpm.org/news/2025-07-02/oldham-county-passes-sweeping-data-center-moratorium-executive-fired-over-recording
Meade County,KY,Meade County,2025-10-14,moratorium,failed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' reached a disposition, but no stoppage is confirmable from mechanism/status","Disposition exists but mechanism does not show a block. Check whether the mechanism classification missed a denial/moratorium; if so, add the instrument wording to the Summary.",https://datacenterwatch.substack.com/p/briefing-10172025
Howell Township,MI,Livingston County,2025-11-20,moratorium,failed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' reached a disposition, but no stoppage is confirmable from mechanism/status","Disposition exists but mechanism does not show a block. Check whether the mechanism classification missed a denial/moratorium; if so, add the instrument wording to the Summary.",https://planetdetroit.org/2025/12/billion-dollar-data-center-paused/
Apple Valley,MN,Dakota County,2025-02-05,public_pressure,failed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' reached a disposition, but no stoppage is confirmable from mechanism/status","Disposition exists but mechanism does not show a block. Check whether the mechanism classification missed a denial/moratorium; if so, add the instrument wording to the Summary.",https://www.datacenterdynamics.com/en/news/oppidan-proposes-data-center-campus-in-apple-valley-minnesota/
Bonner (Missoula County),MT,Missoula County,2026-06-01,public_pressure,failed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' reached a disposition, but no stoppage is confirmable from mechanism/status","Disposition exists but mechanism does not show a block. Check whether the mechanism classification missed a denial/moratorium; if so, add the instrument wording to the Summary.",https://cowboystatedaily.com/2026/04/07/where-a-river-runs-through-it-inside-the-hunt-for-data-center-sites/
Buncombe County,NC,Buncombe County,2023-05-02,moratorium,expired,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' reached a disposition, but no stoppage is confirmable from mechanism/status","Disposition exists but mechanism does not show a block. Check whether the mechanism classification missed a denial/moratorium; if so, add the instrument wording to the Summary.",https://mountainx.com/news/commissioners-approve-one-year-ban-on-crypto-mining/
Wake County,NC,Wake County,2025-08-01,moratorium,failed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' reached a disposition, but no stoppage is confirmable from mechanism/status","Disposition exists but mechanism does not show a block. Check whether the mechanism classification missed a denial/moratorium; if so, add the instrument wording to the Summary.",https://www.wunc.org/environment/2026-03-05/proposed-data-center-new-hill-digital-campus-wake-county-apex
Edgecombe County,NC,Edgecombe County,2026-07-14,moratorium,failed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' reached a disposition, but no stoppage is confirmable from mechanism/status","Disposition exists but mechanism does not show a block. Check whether the mechanism classification missed a denial/moratorium; if so, add the instrument wording to the Summary.",https://www.datacenterknowledge.com/build-design/developer-forges-ahead-with-38b-in-nc-data-center-builds
Niles,OH,Trumbull County,2026-04-20,moratorium,failed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' reached a disposition, but no stoppage is confirmable from mechanism/status","Disposition exists but mechanism does not show a block. Check whether the mechanism classification missed a denial/moratorium; if so, add the instrument wording to the Summary.",https://www.wkbn.com/news/local-news/niles-news/niles-announces-decision-on-proposed-data-center-annexation/
North Franklin Township,PA,Washington County,2026-04-14,other,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' reached a disposition, but no stoppage is confirmable from mechanism/status","Disposition exists but mechanism does not show a block. Check whether the mechanism classification missed a denial/moratorium; if so, add the instrument wording to the Summary.",https://www.observer-reporter.com/news/local_news/2026/apr/16/north-franklin-township-adopts-ordinances-regulating-data-centers-electric-generation/
Dorrance Township,PA,Luzerne County,2026-05-06,litigation,failed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' reached a disposition, but no stoppage is confirmable from mechanism/status","Disposition exists but mechanism does not show a block. Check whether the mechanism classification missed a denial/moratorium; if so, add the instrument wording to the Summary.",https://www.timesleader.com/news/1741051/dorrance-twp-zoning-hearing-board-finds-ordinance-did-not-exclude-data-centers
DeKalb County,TN,DeKalb County,2024-06-01,ban,expired,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' reached a disposition, but no stoppage is confirmable from mechanism/status","Disposition exists but mechanism does not show a block. Check whether the mechanism classification missed a denial/moratorium; if so, add the instrument wording to the Summary.",https://www.wjle.com/county-commission-to-renew-discussion-about-proposed-data-center-regulations-view-video-here/
Newport News,VA,Newport News (Independent City),2025-12-01,public_pressure,failed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' reached a disposition, but no stoppage is confirmable from mechanism/status","Disposition exists but mechanism does not show a block. Check whether the mechanism classification missed a denial/moratorium; if so, add the instrument wording to the Summary.",https://www.change.org/p/raise-awareness-about-the-potential-data-center-in-our-city
Village of Caledonia (trustee election),WI,Racine County,2026-04-07,public_pressure,passed,,False,win,blocked_unverified,terminal_status,"recorded outcome 'win' reached a disposition, but no stoppage is confirmable from mechanism/status","Disposition exists but mechanism does not show a block. Check whether the mechanism classification missed a denial/moratorium; if so, add the instrument wording to the Summary.",https://racinecountyeye.com/2026/04/07/caledonia-vote-results-april-2026/
